time_s,gyro_x_deg_s,gyro_y_deg_s,gyro_z_deg_s,accel_x_g,accel_y_g,accel_z_g,aux_volts,current_a,accel_mag_g,accel_excess_g,gyro_mag_deg_s,vel_x_m_s,vel_y_m_s,vel_z_m_s,vel_mag_m_s,jerk_excess_g_per_s
51.652,52.9,-54.7,-54.0,-2.2,0.13,0.55,0.036,0.0,2.271431266844762,1.271431266844762,93.30862768254606,98.44050750988269,27.552027114156267,-78.8489292800524,129.0999665589158,42.814605397668174
51.654,54.0,-56.2,-52.4,-2.31,0.14,0.52,0.034,0.0,2.3719401341517874,1.3719401341517874,93.91591984322999,98.48711806880245,27.558537568816753,-78.86306659682839,129.14553299083136,33.42206820094452
51.656,54.5,-57.2,-51.8,-2.35,0.11,0.5,0.037,0.0,2.4051195396487053,1.4051195396487053,94.47396466752096,98.53372862772203,27.565048023477182,-78.87720391360432,129.19110204285155,39.48038053615488
51.658,55.9,-58.1,-50.5,-2.48,0.17,0.47,0.034,0.0,2.5298616562966445,1.5298616562966445,95.13500932884803,98.58033918664174,27.57155847813764,-78.8913412303803,129.23667371220523,52.812998400273216
51.66,56.1,-59.6,-50.1,-2.57,0.17,0.46,0.036,0.0,2.616371533249817,1.6163715332498172,95.9655146393745,98.62694974556132,27.578068932798097,-78.90547854715629,129.28224799612428,55.2709089450492
51.662,57.3,-61.4,-48.9,-2.72,0.18,0.37,0.036,0.0,2.750945292076889,1.750945292076889,97.18261161339511,98.67356030448107,27.615059387458587,-78.95009586393232,129.35293056231478,65.58152223486303
51.664,57.7,-63.7,-48.4,-2.86,0.17,0.28,0.036,0.0,2.87869762218959,1.87869762218959,98.63843064445014,98.72017086340081,27.652049842119105,-78.99471318070835,129.42361726621792,56.17647428971321
51.666,58.2,-64.6,-47.4,-2.96,0.2,0.23,0.036,0.0,2.975651189235727,1.9756511892357271,99.03110622425663,98.76678142232039,27.68904029677946,-79.03933049748419,129.49430810105756,55.12395531819618
51.668,58.5,-67.6,-46.8,-3.09,0.2,0.13,0.036,0.0,3.099193443462347,2.099193443462347,100.90713552569015,98.81339198124014,27.72603075143998,-79.08394781426027,129.5650030600727,48.02312181578321
51.67,58.7,-68.9,-46.6,-3.16,0.21,0.07,0.036,0.0,3.1677436764990947,2.1677436764990947,101.8059919651098,98.86000254015988,27.76302120610047,-79.12856513103628,129.63570213651582,64.47960262460299
51.672,58.8,-72.3,-45.8,-3.35,0.21,-0.06,0.036,0.0,3.3571118539601867,2.3571118539601867,103.83819143263233,98.90661309907946,27.80001166076082,-79.17318244781214,129.70640532365385,96.00059324538802
51.674,59.0,-74.3,-45.2,-3.54,0.28,-0.07,0.036,0.0,3.5517460494804522,2.5517460494804522,105.09295885072416,98.9532236579992,27.83700211542134,-79.21779976458816,129.77711261476875,81.4588338629303
51.676,58.0,-78.2,-44.6,-3.66,0.34,-0.23,0.034,0.0,3.682947189412306,2.682947189412306,107.09061583537562,98.99983421691896,27.873992570081825,-79.26241708136423,129.84782400315592,83.2676371268974
51.678,57.2,-82.8,-43.8,-3.86,0.31,-0.31,0.036,0.0,3.8848165979876064,2.8848165979876064,109.75481766191405,99.04644477583854,27.910983024742208,-79.30703439814009,129.91853948212494,78.57859330206907
51.68,56.0,-85.0,-43.7,-3.96,0.38,-0.39,0.036,0.0,3.9972615626200896,2.9972615626200896,110.77314656540186,99.09305533475822,27.947973479402698,-79.3516517149161,129.98925904500032,79.49204826903497
